runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,standard conflicts,runtime of detecting conflicts,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,num_agents
0.008788,0,1,5164,23811,5136,5136,5136,5136,0,6.9e-05,0,0,0,0,0.107158,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,26
0.009679,0,1,5269,24332,5240,5240,5240,5240,0,7.4e-05,0,0,0,0,0.110166,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,27
0.00967,0,1,5420,25058,5390,5390,5390,5390,0,8.3e-05,0,0,0,0,0.11285,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,28
0.010768,0,1,5586,25867,5555,5555,5555,5555,0,9.1e-05,0,0,0,0,0.117375,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,29
0.01129,0,1,5993,27830,5961,5961,5961,5961,0,9.4e-05,0,0,0,0,0.122173,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,30
0.011493,0,1,6008,27901,5975,5975,5975,5975,0,9.7e-05,0,0,0,0,0.125381,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,31
0.013218,0,1,6451,29929,6417,6417,6417,6417,0,0.000113,0,0,0,0,0.135672,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,32
0.013643,0,1,6662,30958,6627,6627,6627,6627,0,0.000116,0,0,0,0,0.136026,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,33
0.014794,0,1,6981,32441,6945,6945,6945,6945,0,0.000125,0,0,0,0,0.136623,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,34
0.015227,0,1,7250,33736,7213,7213,7213,7213,0,0.000149,0,0,0,0,0.13923,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,35
0.016018,0,1,7528,35089,7490,7490,7490,7490,0,0.000146,0,0,0,0,0.146096,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,36
0.01696,0,1,7985,37258,7946,7946,7946,7946,0,0.000153,0,0,0,0,0.149678,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,37
0.017399,0,1,8211,38357,8171,8171,8171,8171,0,0.000172,0,0,0,0,0.151028,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,38
0.01943,0,1,8425,39384,8384,8384,8384,8384,0,0.000165,0,0,0,0,0.155865,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,39
0.021777,1,3,9437,44104,8648,8648,8648,8648,1,0.000208,0,0.000566,0.001732,0.002103,0.16032,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,40
0.023416,1,3,9793,45741,9003,9003,9003,9003,1,0.000215,2e-06,0.000568,0.001814,0.002223,0.165593,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,41
0.024129,1,3,10058,46946,9267,9267,9267,9267,1,0.000233,1e-06,0.000584,0.001791,0.002198,0.16994,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,42
0.029171,1,3,10088,47108,9296,9296,9296,9296,1,0.000316,2e-06,0.000801,0.002248,0.002668,0.17762,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,43
0.025631,1,3,10203,47697,9410,9410,9410,9410,1,0.000246,1e-06,0.000595,0.001854,0.002252,0.184306,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,44
0.026682,1,3,10487,48983,9692,9692,9692,9692,1,0.000264,2e-06,0.000624,0.001907,0.002317,0.179869,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,45
0.02768,1,3,10785,50417,9989,9989,9989,9989,1,0.000278,1e-06,0.000787,0.002117,0.002554,0.18872,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,46
0.028676,1,3,11185,52336,10379,10379,10379,10379,1,0.000275,1e-06,0.000649,0.002001,0.002432,0.190072,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,47
0.02996,1,3,11341,53126,10543,10543,10543,10543,1,0.000324,1e-06,0.000651,0.002023,0.002471,0.191271,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,48
0.031665,1,3,11451,53651,10652,10652,10652,10652,1,0.000359,1e-06,0.00072,0.002182,0.002711,0.197196,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,49
0.033104,1,3,11745,55079,10936,10936,10936,10936,1,0.000335,1e-06,0.000745,0.002275,0.002755,0.201281,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,50
0.040366,3,7,14288,64693,11094,11094,11094,11094,3,0.000399,1e-06,0.002268,0.008027,0.009492,0.202502,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,51
0.042785,3,7,14569,66028,11381,11381,11381,11381,3,0.000475,2e-06,0.002251,0.008206,0.00973,0.213998,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,52
0.043041,3,7,14831,67353,11742,11742,11742,11742,3,0.000445,3e-06,0.002277,0.007954,0.009468,0.211342,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,53
0.045011,3,7,15362,69428,11970,11970,11970,11970,3,0.000446,3e-06,0.002285,0.008604,0.010158,0.217893,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,54
0.046029,3,7,15348,69610,12082,12082,12082,12082,3,0.000468,2e-06,0.002306,0.008568,0.010181,0.217813,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,55
0.047223,3,7,15368,69713,12101,12101,12101,12101,3,0.000463,4e-06,0.002375,0.008625,0.010265,0.225125,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,56
0.047863,3,7,15468,70169,12190,12190,12190,12190,3,0.000456,3e-06,0.002461,0.008876,0.01051,0.226816,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,57
0.049739,3,7,15685,71284,12448,12448,12448,12448,3,0.000497,3e-06,0.002452,0.008794,0.01048,0.231598,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,58
0.051157,3,7,16134,73406,12873,12873,12873,12873,3,0.000524,2e-06,0.002496,0.009275,0.010897,0.234366,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,59
0.052284,3,7,16270,74093,13038,13038,13038,13038,3,0.000538,4e-06,0.002536,0.009134,0.010823,0.243921,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,60
0.055452,3,7,16786,76430,13479,13479,13479,13479,3,0.000586,3e-06,0.00269,0.009877,0.011686,0.243421,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,61
0.05757,3,7,17707,80043,13844,13844,13844,13844,3,0.000627,1e-06,0.002651,0.009804,0.01157,0.249734,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,62
0.125858,5,11,50849,151015,14159,14159,14157,14157,5,0.00068,3e-06,0.004451,0.073646,0.078161,0.256048,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,63
0.130902,5,11,51024,152301,14445,14445,14443,14443,5,0.000713,4e-06,0.00465,0.074832,0.079468,0.267796,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,64
0.13188,5,11,51155,152825,14619,14619,14617,14617,5,0.000778,6e-06,0.004952,0.076037,0.080717,0.259357,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,65
0.134029,5,11,51437,154248,14897,14897,14895,14895,5,0.000786,5e-06,0.004707,0.076134,0.080815,0.280293,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,66
0.135955,5,11,51740,155652,15167,15167,15165,15165,5,0.000812,6e-06,0.004869,0.077423,0.082349,0.271813,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,67
0.141242,6,13,52352,158417,15197,15197,15195,15195,6,0.000793,4e-06,0.005808,0.081286,0.086691,0.272912,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,68
0.14387,6,13,52343,158454,15199,15199,15197,15197,6,0.000838,4e-06,0.006005,0.08253,0.088042,0.273739,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,69
0.146195,6,13,52342,158521,15234,15234,15232,15232,6,0.000852,4e-06,0.005833,0.083733,0.089275,0.281803,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,70
0.150657,6,13,52630,159802,15465,15465,15463,15463,6,0.000862,6e-06,0.006003,0.086103,0.091611,0.287828,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,71
0.153984,7,15,53218,162704,15579,15579,15577,15577,7,0.000926,2e-06,0.007198,0.088126,0.094155,0.288722,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,72
0.156858,7,15,53606,164026,15762,15762,15760,15760,7,0.000964,6e-06,0.007206,0.089224,0.095521,0.293907,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,73
0.160697,7,15,53468,163740,15764,15764,15762,15762,7,0.000915,4e-06,0.007321,0.09241,0.098842,0.30597,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,74
0.160701,7,15,53614,164484,15894,15894,15892,15892,7,0.000989,7e-06,0.007357,0.091415,0.097824,0.299498,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,75
0.164892,7,15,53880,165737,16159,16159,16157,16157,7,0.001016,5e-06,0.007473,0.093454,0.099983,0.312059,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,76
0.168346,7,15,54189,166790,16307,16307,16305,16305,7,0.001053,5e-06,0.007605,0.094826,0.10131,0.309925,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,77
0.453652,24,49,160802,410866,16522,16522,16520,16520,24,0.001932,2.3e-05,0.027073,0.360568,0.38473,0.309038,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,78
0.793423,44,89,271819,669407,16661,16661,16659,16659,44,0.002959,5.5e-05,0.051006,0.672474,0.718909,0.315424,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,79
0.710534,46,93,244257,619629,16784,16784,16782,16782,46,0.002914,4e-05,0.052655,0.593942,0.637473,0.321588,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,80
0.488099,30,61,165998,432054,16813,16813,16811,16811,30,0.002231,2.5e-05,0.034464,0.385969,0.414667,0.328105,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,81
1.365,84,169,476332,1148059,16980,16980,16976,16976,84,0.004873,8e-05,0.098248,1.20391,1.28935,0.334829,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,82
2.65413,159,319,887881,2097145,17305,17305,17301,17301,159,0.00882,0.000174,0.194412,2.39866,2.57367,0.329514,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,83
1.47135,83,167,485777,1162272,17618,17618,17614,17614,83,0.005002,7.6e-05,0.101168,1.30179,1.39045,0.360752,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,84
1.12192,69,139,370160,910073,17641,17641,17637,17637,69,0.004317,6.4e-05,0.084403,0.97046,1.03965,0.339351,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,85
2.39572,163,327,762988,1841887,17878,17878,17874,17874,163,0.009147,0.000192,0.204683,2.13745,2.3096,0.346286,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,86
6.64351,382,765,2142856,4971697,17995,17995,17989,17989,382,0.020618,0.00041,0.513506,6.11382,6.53945,0.347037,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,87
2.74918,188,377,840603,2041659,18320,18320,18314,18314,188,0.010608,0.000196,0.250797,2.46683,2.65606,0.348405,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,88
3.69969,237,475,1128338,2695870,18668,18668,18662,18662,237,0.013421,0.000281,0.325521,3.34517,3.5996,0.355527,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,89
2.86229,210,421,845991,2083044,19049,19049,19043,19043,210,0.011682,0.000194,0.286583,2.55525,2.76351,0.357447,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,90
4.92644,301,603,1484253,3517459,19454,19454,19448,19448,301,0.016837,0.0003,0.425257,4.49398,4.82084,0.359076,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,91
3.38701,197,395,1017470,2406307,19803,19803,19797,19797,197,0.011464,0.000184,0.275996,3.06433,3.28391,0.362546,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,92
8.046,555,1111,2273262,5491584,19951,19951,19945,19945,555,0.03117,0.000575,0.816734,7.2755,7.92654,0.379893,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,93
2.94755,255,511,772183,1986403,20008,20008,20002,20002,255,0.014289,0.00028,0.382718,2.59425,2.83493,0.378275,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,94
5.37669,350,701,1518439,3647007,20029,20029,20023,20023,350,0.020265,0.000381,0.512268,4.84745,5.2622,0.383841,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,95
10.1504,729,1459,2712595,6579113,20367,20367,20361,20361,729,0.041364,0.000804,1.14199,9.16562,10.0167,0.380871,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,96
2.72979,167,335,763338,1857292,20661,20661,20655,20655,167,0.010628,0.000171,0.247422,2.43634,2.61799,0.383023,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,97
6.22811,340,681,1755866,4139680,20801,20801,20795,20795,340,0.021218,0.00037,0.508289,5.67603,6.10737,0.386782,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,98
4.02412,232,465,1112458,2662312,20856,20856,20850,20850,232,0.014541,0.000264,0.356166,3.64467,3.90562,0.388552,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,99
4.20798,291,583,1092126,2695503,20966,20966,20960,20960,291,0.018108,0.000323,0.457489,3.74544,4.08384,0.394485,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,100
6.69684,448,897,1752871,4277102,21232,21232,21226,21226,448,0.027568,0.000464,0.713159,6.02851,6.56995,0.412145,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,101
4.3708,300,601,1109268,2741223,21424,21424,21418,21418,300,0.018668,0.000292,0.477035,3.88874,4.24047,0.404895,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,102
8.39573,559,1119,2107854,5163994,21532,21532,21526,21526,559,0.035214,0.000593,0.931697,7.5633,8.23636,0.410865,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,103
4.51783,371,743,1051459,2701998,21604,21604,21598,21598,371,0.022866,0.000337,0.623048,3.96874,4.37641,0.41544,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,104
5.75107,363,727,1427351,3477469,21798,21798,21792,21792,363,0.023379,0.000395,0.601702,5.15648,5.60759,0.418079,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,105
3.70016,204,409,951697,2281302,22039,22039,22033,22033,204,0.01363,0.000215,0.33996,3.32135,3.57191,0.419021,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,106
7.85809,449,899,1982225,4756122,22325,22325,22319,22319,449,0.029821,0.000453,0.765338,7.12572,7.70829,0.427261,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,107
9.74931,584,1169,2373077,5703242,22580,22580,22574,22574,584,0.038418,0.000607,1.0397,8.83775,9.57756,0.447017,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,108
10.7443,658,1317,2577414,6203135,22979,22979,22973,22973,658,0.043084,0.000763,1.19306,9.72084,10.5824,0.43477,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,109
6.46989,365,731,1573355,3782188,23382,23382,23376,23376,365,0.024857,0.000415,0.638774,5.82904,6.3096,0.471228,CBS with AStar,scenesinput/Berlin_1_256-even-19.scen:,110
0.000153,0,1,244,642,243,243,243,243,0,1e-06,0,0,0,0,0.004033,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,1
0.000535,0,1,667,2276,665,665,665,665,0,1e-06,0,0,0,0,0.008575,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,2
0.00056,0,1,677,2322,674,674,674,674,0,1e-06,0,0,0,0,0.012922,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,3
0.00064,0,1,680,2332,676,676,676,676,0,2e-06,0,0,0,0,0.017225,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,4
0.000686,0,1,741,2618,736,736,736,736,0,1e-06,0,0,0,0,0.021321,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,5
0.000858,0,1,902,3401,896,896,896,896,0,3e-06,0,0,0,0,0.025559,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,6
0.001124,0,1,1124,4483,1117,1117,1117,1117,0,3e-06,0,0,0,0,0.029511,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,7
0.001288,0,1,1165,4676,1157,1157,1157,1157,0,4e-06,0,0,0,0,0.033487,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,8
0.001852,0,1,1548,6484,1539,1539,1539,1539,0,7e-06,0,0,0,0,0.03818,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,9
0.001875,0,1,1595,6710,1585,1585,1585,1585,0,8e-06,0,0,0,0,0.04182,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,10
0.00214,0,1,1778,7583,1767,1767,1767,1767,0,1e-05,0,0,0,0,0.048028,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,11
0.002319,0,1,1989,8583,1977,1977,1977,1977,0,1.1e-05,0,0,0,0,0.048641,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,12
0.003045,0,1,2226,9736,2213,2213,2213,2213,0,1.5e-05,0,0,0,0,0.060383,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,13
0.003127,0,1,2516,11061,2502,2502,2502,2502,0,1.7e-05,0,0,0,0,0.060531,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,14
0.003385,0,1,2665,11792,2650,2650,2650,2650,0,2.1e-05,0,0,0,0,0.063035,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,15
0.003793,0,1,2838,12608,2822,2822,2822,2822,0,2.2e-05,0,0,0,0,0.069819,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,16
0.00456,0,1,3294,14670,3277,3277,3277,3277,0,2.9e-05,0,0,0,0,0.070894,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,17
0.004961,0,1,3640,16346,3622,3622,3622,3622,0,3.3e-05,0,0,0,0,0.073671,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,18
0.005309,0,1,3780,16992,3761,3761,3761,3761,0,3.5e-05,0,0,0,0,0.077916,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,19
0.00593,0,1,4102,18503,4082,4082,4082,4082,0,4.3e-05,0,0,0,0,0.083989,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,20
0.006468,0,1,4459,20159,4438,4438,4438,4438,0,4.8e-05,0,0,0,0,0.090284,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,21
0.006997,0,1,4666,21142,4644,4644,4644,4644,0,5.7e-05,0,0,0,0,0.094689,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,22
0.007617,0,1,4902,22268,4879,4879,4879,4879,0,5.9e-05,0,0,0,0,0.092764,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,23
0.008476,0,1,5253,23886,5203,5203,5203,5203,0,7.1e-05,0,0,0,0,0.096516,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,24
0.009127,0,1,5606,25529,5542,5542,5542,5542,0,7.5e-05,0,0,0,0,0.110933,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,25
0.013357,3,7,7152,32714,5632,5632,5632,5632,3,0.000118,1e-06,0.001129,0.003023,0.003728,0.105207,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,26
0.014493,3,7,7369,33761,5824,5824,5824,5824,3,0.000143,1e-06,0.001213,0.003374,0.00416,0.110902,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,27
0.014666,3,7,7378,33795,5832,5832,5832,5832,3,0.000128,2e-06,0.00115,0.003178,0.003945,0.114784,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,28
0.016076,3,7,7503,34420,5937,5937,5937,5937,3,0.000152,1e-06,0.001228,0.003467,0.004323,0.117992,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,29
0.01587,3,7,7634,34992,6072,6072,6072,6072,3,0.000152,3e-06,0.001234,0.003342,0.004178,0.122289,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,30
0.016931,3,7,7688,35168,6081,6081,6081,6081,3,0.000155,3e-06,0.00126,0.003638,0.004549,0.127193,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,31
0.017437,3,7,7778,35659,6195,6195,6195,6195,3,0.000167,4e-06,0.001321,0.003658,0.004613,0.134156,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,32
0.019251,3,7,8253,37822,6607,6607,6607,6607,3,0.000165,3e-06,0.001356,0.003734,0.004632,0.134775,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,33
0.020085,3,7,8517,39189,6953,6953,6953,6953,3,0.000179,1e-06,0.001436,0.003752,0.004724,0.137437,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,34
0.020753,3,7,8647,39853,7085,7085,7085,7085,3,0.000183,2e-06,0.001474,0.003835,0.004814,0.141357,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,35
0.021623,3,7,9103,42033,7538,7538,7538,7538,3,0.000197,5e-06,0.001473,0.003796,0.004746,0.144752,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,36
0.024149,3,7,9623,44356,7979,7979,7979,7979,3,0.000213,5e-06,0.001589,0.004254,0.00529,0.149103,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,37
0.024378,3,7,10166,46804,8459,8459,8459,8459,3,0.000247,2e-06,0.001755,0.004431,0.005472,0.159615,CBS with AStar,scenesinput/Berlin_1_256-even-20.scen:,38
0.000205,0,1,308,791,307,307,307,307,0,0,0,0,0,0,0.004184,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,1
0.000398,0,1,524,1829,522,522,522,522,0,1e-06,0,0,0,0,0.008302,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,2
0.000598,0,1,762,2976,759,759,759,759,0,1e-06,0,0,0,0,0.012921,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,3
0.000748,0,1,872,3518,868,868,868,868,0,2e-06,0,0,0,0,0.016765,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,4
0.001105,0,1,1218,5079,1213,1213,1213,1213,0,4e-06,0,0,0,0,0.021345,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,5
0.001363,0,1,1408,5997,1402,1402,1402,1402,0,5e-06,0,0,0,0,0.025657,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,6
0.001486,0,1,1505,6478,1498,1498,1498,1498,0,8e-06,0,0,0,0,0.028788,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,7
0.001682,0,1,1713,7435,1705,1705,1705,1705,0,7e-06,0,0,0,0,0.033392,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,8
0.001744,0,1,1806,7893,1797,1797,1797,1797,0,9e-06,0,0,0,0,0.038136,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,9
0.002142,0,1,2129,9440,2119,2119,2119,2119,0,1.1e-05,0,0,0,0,0.040829,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,10
0.002654,0,1,2546,11291,2535,2535,2535,2535,0,1.5e-05,0,0,0,0,0.045578,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,11
0.003115,0,1,2893,12938,2881,2881,2881,2881,0,1.9e-05,0,0,0,0,0.049845,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,12
0.003741,0,1,3324,14959,3311,3311,3311,3311,0,2.4e-05,0,0,0,0,0.05299,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,13
0.004841,0,1,3661,16611,3647,3647,3647,3647,0,3.1e-05,0,0,0,0,0.061425,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,14
0.004928,0,1,3909,17810,3894,3894,3894,3894,0,3.4e-05,0,0,0,0,0.065168,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,15
0.005205,0,1,4126,18845,4110,4110,4110,4110,0,3.6e-05,0,0,0,0,0.067749,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,16
0.005639,0,1,4499,20593,4482,4482,4482,4482,0,4.2e-05,0,0,0,0,0.070186,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,17
0.006106,0,1,4754,21799,4736,4736,4736,4736,0,4.7e-05,0,0,0,0,0.075158,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,18
0.006449,0,1,4906,22507,4887,4887,4887,4887,0,5.1e-05,0,0,0,0,0.07909,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,19
0.006803,0,1,4923,22588,4903,4903,4903,4903,0,5e-05,0,0,0,0,0.082825,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,20
0.008852,0,1,5398,24760,5377,5377,5377,5377,0,0.000106,0,0,0,0,0.095966,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,21
0.008067,0,1,5683,26108,5661,5661,5661,5661,0,8.2e-05,0,0,0,0,0.089893,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,22
0.008751,0,1,5978,27457,5943,5943,5943,5943,0,7.5e-05,0,0,0,0,0.093373,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,23
0.009132,0,1,5996,27543,5960,5960,5960,5960,0,7.8e-05,0,0,0,0,0.104094,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,24
0.009882,0,1,6380,29371,6343,6343,6343,6343,0,8.7e-05,0,0,0,0,0.102443,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,25
0.011105,0,1,6457,29747,6419,6419,6419,6419,0,9.1e-05,0,0,0,0,0.107764,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,26
0.01131,0,1,6773,31218,6734,6734,6734,6734,0,0.000119,0,0,0,0,0.109833,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,27
0.012255,0,1,7055,32475,7003,7003,7003,7003,0,0.000115,0,0,0,0,0.113252,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,28
0.012852,0,1,7281,33560,7228,7228,7228,7228,0,0.000145,0,0,0,0,0.11873,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,29
0.013617,0,1,7552,34823,7498,7498,7498,7498,0,0.000123,0,0,0,0,0.122264,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,30
0.014418,0,1,7890,36418,7835,7835,7835,7835,0,0.000143,0,0,0,0,0.12631,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,31
0.015287,0,1,8326,38476,8270,8270,8270,8270,0,0.000149,0,0,0,0,0.128326,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,32
0.016073,0,1,8522,39421,8465,8465,8465,8465,0,0.000171,0,0,0,0,0.136425,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,33
0.017892,0,1,8972,41573,8914,8914,8914,8914,0,0.000193,0,0,0,0,0.140736,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,34
0.018182,0,1,9213,42720,9154,9154,9154,9154,0,0.000181,0,0,0,0,0.141312,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,35
0.019196,0,1,9689,44968,9629,9629,9629,9629,0,0.000193,0,0,0,0,0.145881,CBS with AStar,scenesinput/Berlin_1_256-even-21.scen:,36
